instance,rank,load
setA-11,1,0.785788957
setA-11,2,0.670605797
setA-11,3,0.611862088
setA-11,4,0.547038333
setA-11,5,0.498086612
setA-11,6,0.481167857
setA-11,7,0.418118485
setA-11,8,0.388185906
setA-11,9,0.349418160
setA-11,10,0.348431933
setA-11,11,0.327442169
setA-11,12,0.324854135
setA-11,13,0.306728185
setA-11,14,0.301605820
setA-11,15,0.297627742
setA-11,16,0.290482456
setA-11,17,0.281173868
setA-11,18,0.271839940
setA-11,19,0.259582083
setA-11,20,0.257987766
setA-11,21,0.251658306
setA-11,22,0.251088327
setA-11,23,0.249366067
setA-11,24,0.247264474
setA-11,25,0.245479835
setA-11,26,0.240030864
setA-11,27,0.237583679
setA-11,28,0.235458353
setA-11,29,0.234391084
setA-11,30,0.233291872
setA-11,31,0.226894459
setA-11,32,0.226341600
setA-11,33,0.211022535
setA-11,34,0.207789062
setA-11,35,0.202581408
setA-11,36,0.200714995
setA-11,37,0.199318100
setA-11,38,0.198121973
setA-11,39,0.195442337
setA-11,40,0.192413630
setA-11,41,0.190590437
setA-11,42,0.188128622
setA-11,43,0.187965135
setA-11,44,0.185075068
setA-11,45,0.181514572
setA-11,46,0.181237643
setA-11,47,0.180215829
setA-11,48,0.180048069
setA-11,49,0.179576648
setA-11,50,0.178577496
setA-11,51,0.177756848
setA-11,52,0.175240809
setA-11,53,0.175174924
setA-11,54,0.173785802
setA-11,55,0.172692760
setA-11,56,0.171344878
setA-11,57,0.168347632
setA-11,58,0.167304959
setA-11,59,0.166805882
setA-11,60,0.166038042
setA-11,61,0.165469071
setA-11,62,0.164174646
setA-11,63,0.163309952
setA-11,64,0.162690549
setA-11,65,0.161984196
setA-11,66,0.158549631
setA-11,67,0.157563051
setA-11,68,0.153661830
setA-11,69,0.152818118
setA-11,70,0.152376839
setA-11,71,0.152271208
setA-11,72,0.151055844
setA-11,73,0.150776136
setA-11,74,0.150504792
setA-11,75,0.148920994
setA-11,76,0.147620118
setA-11,77,0.146929116
setA-11,78,0.144807939
setA-11,79,0.144526527
setA-11,80,0.143922680
setA-11,81,0.143873542
setA-11,82,0.143447177
setA-11,83,0.143259761
setA-11,84,0.142490828
setA-11,85,0.141695606
setA-11,86,0.140984963
setA-11,87,0.140584638
setA-11,88,0.140416854
setA-11,89,0.139865371
setA-11,90,0.139526991
setA-11,91,0.139372959
setA-11,92,0.138579507
setA-11,93,0.137914854
setA-11,94,0.136749176
setA-11,95,0.136714899
setA-11,96,0.136350638
setA-11,97,0.136023364
setA-11,98,0.135818958
setA-11,99,0.135316216
setA-11,100,0.135263391
setA-11,101,0.134525093
setA-11,102,0.134422541
setA-11,103,0.134146250
setA-11,104,0.132522120
setA-11,105,0.132361396
setA-11,106,0.132037321
setA-11,107,0.132016405
setA-11,108,0.131002102
setA-11,109,0.130898880
setA-11,110,0.129258271
setA-11,111,0.127789544
setA-11,112,0.127128525
setA-11,113,0.126625407
setA-11,114,0.126340264
setA-11,115,0.126129186
setA-11,116,0.124961615
setA-11,117,0.124758312
setA-11,118,0.124524925
setA-11,119,0.124506667
setA-11,120,0.124335000
setA-11,121,0.123374172
setA-11,122,0.122629870
setA-11,123,0.121901567
setA-11,124,0.121524859
setA-11,125,0.121490212
setA-11,126,0.121145707
setA-11,127,0.119773661
setA-11,128,0.119306729
setA-11,129,0.118488073
setA-11,130,0.118476662
setA-11,131,0.117745977
setA-11,132,0.117024810
setA-11,133,0.116570451
setA-11,134,0.114972404
setA-11,135,0.114517833
setA-11,136,0.114379027
setA-11,137,0.113757420
setA-11,138,0.113168860
setA-11,139,0.113011184
setA-11,140,0.112783307
setA-11,141,0.111538776
setA-11,142,0.110440513
setA-11,143,0.109191310
setA-11,144,0.109044743
setA-11,145,0.108812625
setA-11,146,0.108770263
