instance,rank,load
setA-13,1,0.854700000
setA-13,2,0.790597500
setA-13,3,0.666666000
setA-13,4,0.493589250
setA-13,5,0.448717500
setA-13,6,0.414529500
setA-13,7,0.397435500
setA-13,8,0.363247500
setA-13,9,0.344016750
setA-13,10,0.341880000
setA-13,11,0.277777500
setA-13,12,0.258546750
setA-13,13,0.251281800
setA-13,14,0.241025400
setA-13,15,0.213675000
setA-13,16,0.200854500
setA-13,17,0.198290400
setA-13,18,0.192307500
setA-13,19,0.168375900
setA-13,20,0.155555400
setA-13,21,0.149572500
setA-13,22,0.136752000
setA-13,23,0.125640900
setA-13,24,0.113247750
setA-13,25,0.112820400
setA-13,26,0.111111000
setA-13,27,0.110683650
setA-13,28,0.102991350
setA-13,29,0.102564000
setA-13,30,0.101281950
setA-13,31,0.091025550
setA-13,32,0.089529825
setA-13,33,0.088034100
setA-13,34,0.085897350
setA-13,35,0.084615300
setA-13,36,0.083760600
setA-13,37,0.082264875
setA-13,38,0.081196500
setA-13,39,0.080341800
setA-13,40,0.080341800
setA-13,41,0.079914450
setA-13,42,0.079059750
setA-13,43,0.076923000
setA-13,44,0.076495650
setA-13,45,0.076068300
setA-13,46,0.074786250
setA-13,47,0.073504200
setA-13,48,0.072649500
setA-13,49,0.072649500
setA-13,50,0.071794800
setA-13,51,0.071581125
setA-13,52,0.071367450
setA-13,53,0.069017025
setA-13,54,0.068803350
setA-13,55,0.067093950
setA-13,56,0.065811900
setA-13,57,0.064102500
setA-13,58,0.063034125
setA-13,59,0.062393100
setA-13,60,0.061965750
setA-13,61,0.061538400
setA-13,62,0.060683700
setA-13,63,0.060256350
setA-13,64,0.059401650
setA-13,65,0.058546950
setA-13,66,0.058119600
setA-13,67,0.057478575
setA-13,68,0.057051225
setA-13,69,0.056837550
setA-13,70,0.056837550
setA-13,71,0.055555500
setA-13,72,0.054914475
setA-13,73,0.054700800
setA-13,74,0.053846100
setA-13,75,0.053418750
setA-13,76,0.052991400
setA-13,77,0.052564050
setA-13,78,0.051709350
setA-13,79,0.051282000
setA-13,80,0.051068325
setA-13,81,0.050854650
setA-13,82,0.050427300
setA-13,83,0.050213625
setA-13,84,0.049572600
setA-13,85,0.048717900
setA-13,86,0.048717900
setA-13,87,0.048717900
setA-13,88,0.048717900
setA-13,89,0.048290550
setA-13,90,0.047863200
setA-13,91,0.047649525
setA-13,92,0.047329013
setA-13,93,0.047008500
setA-13,94,0.046794825
setA-13,95,0.046153800
setA-13,96,0.046153800
setA-13,97,0.045299100
setA-13,98,0.044444400
setA-13,99,0.044017050
setA-13,100,0.044017050
setA-13,101,0.043376025
setA-13,102,0.042735000
setA-13,103,0.042735000
setA-13,104,0.042307650
setA-13,105,0.041239275
setA-13,106,0.041025600
setA-13,107,0.040598250
setA-13,108,0.039743550
setA-13,109,0.039316200
setA-13,110,0.038461500
setA-13,111,0.038461500
setA-13,112,0.038461500
setA-13,113,0.037606800
setA-13,114,0.037606800
setA-13,115,0.037478595
setA-13,116,0.035897400
setA-13,117,0.035897400
setA-13,118,0.035790563
setA-13,119,0.035576888
setA-13,120,0.035470050
setA-13,121,0.035042700
setA-13,122,0.034615350
setA-13,123,0.034188000
setA-13,124,0.034188000
setA-13,125,0.033760650
setA-13,126,0.033333300
setA-13,127,0.033333300
setA-13,128,0.033119625
setA-13,129,0.032905950
setA-13,130,0.032264925
setA-13,131,0.031410225
setA-13,132,0.029914500
setA-13,133,0.029914500
setA-13,134,0.029487150
setA-13,135,0.029487150
setA-13,136,0.028205100
setA-13,137,0.027991425
setA-13,138,0.027777750
setA-13,139,0.027777750
setA-13,140,0.027136725
setA-13,141,0.026495700
setA-13,142,0.026068350
setA-13,143,0.026068350
setA-13,144,0.025641000
setA-13,145,0.025641000
setA-13,146,0.025641000
setA-13,147,0.025213650
setA-13,148,0.024786300
setA-13,149,0.024786300
setA-13,150,0.024786300
setA-13,151,0.024786300
setA-13,152,0.023931600
setA-13,153,0.023931600
setA-13,154,0.023931600
setA-13,155,0.023611088
setA-13,156,0.022863225
setA-13,157,0.022863225
setA-13,158,0.022222200
