instance,rank,load
setA-05,1,0.204985875
setA-05,2,0.154636000
setA-05,3,0.132435693
setA-05,4,0.131520452
setA-05,5,0.125145295
setA-05,6,0.123705893
setA-05,7,0.119132488
setA-05,8,0.118386541
setA-05,9,0.117969148
setA-05,10,0.115523745
setA-05,11,0.113806726
setA-05,12,0.109206682
setA-05,13,0.108510158
setA-05,14,0.107624742
setA-05,15,0.104123573
setA-05,16,0.098108882
setA-05,17,0.097953325
setA-05,18,0.096721195
setA-05,19,0.096452214
setA-05,20,0.090104720
setA-05,21,0.081427355
setA-05,22,0.079579612
setA-05,23,0.079579612
setA-05,24,0.077082717
setA-05,25,0.076185477
setA-05,26,0.073754291
setA-05,27,0.073485835
setA-05,28,0.071570715
setA-05,29,0.069313523
setA-05,30,0.068748064
setA-05,31,0.068732937
setA-05,32,0.067713326
setA-05,33,0.065796584
setA-05,34,0.064808118
setA-05,35,0.063486621
setA-05,36,0.063333017
setA-05,37,0.062923743
setA-05,38,0.060043167
setA-05,39,0.059689388
setA-05,40,0.055106703
setA-05,41,0.054317631
setA-05,42,0.053718953
setA-05,43,0.051125191
setA-05,44,0.050481674
setA-05,45,0.047645508
setA-05,46,0.047645508
setA-05,47,0.046748495
setA-05,48,0.046609745
setA-05,49,0.045973146
setA-05,50,0.045529635
setA-05,51,0.045046757
setA-05,52,0.044734792
setA-05,53,0.044435285
setA-05,54,0.043229003
setA-05,55,0.042093763
setA-05,56,0.041314779
setA-05,57,0.040722776
setA-05,58,0.040472028
setA-05,59,0.040140976
setA-05,60,0.039969321
setA-05,61,0.039922514
setA-05,62,0.039900910
setA-05,63,0.038791227
setA-05,64,0.038710799
setA-05,65,0.038586491
setA-05,66,0.038196809
setA-05,67,0.036986941
setA-05,68,0.036273567
setA-05,69,0.035594135
setA-05,70,0.035233721
setA-05,71,0.035149581
setA-05,72,0.034718194
setA-05,73,0.034516818
setA-05,74,0.034162472
setA-05,75,0.033802929
setA-05,76,0.033251106
setA-05,77,0.033093365
setA-05,78,0.032303057
setA-05,79,0.032038096
setA-05,80,0.030355257
setA-05,81,0.029610695
setA-05,82,0.029469434
setA-05,83,0.029019157
setA-05,84,0.028929082
setA-05,85,0.028634411
setA-05,86,0.028601921
setA-05,87,0.028517237
setA-05,88,0.028410632
setA-05,89,0.027357747
setA-05,90,0.025938322
setA-05,91,0.025886920
setA-05,92,0.025486638
setA-05,93,0.024887116
setA-05,94,0.024868014
setA-05,95,0.024791494
setA-05,96,0.024714920
setA-05,97,0.023764294
setA-05,98,0.023176555
setA-05,99,0.022799463
setA-05,100,0.022491693
setA-05,101,0.022485389
setA-05,102,0.022398014
setA-05,103,0.022270896
setA-05,104,0.022032134
setA-05,105,0.021995453
setA-05,106,0.021869167
setA-05,107,0.021801655
setA-05,108,0.021443974
setA-05,109,0.021228221
setA-05,110,0.021002881
setA-05,111,0.020763955
setA-05,112,0.020593143
setA-05,113,0.020519588
setA-05,114,0.020301994
setA-05,115,0.020125109
setA-05,116,0.019913501
setA-05,117,0.019579637
setA-05,118,0.019519193
