instance,rank,load
setA-19,1,0.999999850
setA-19,2,0.822013800
setA-19,3,0.627634500
setA-19,4,0.568618060
setA-19,5,0.562060900
setA-19,6,0.546135800
setA-19,7,0.459016290
setA-19,8,0.440280900
setA-19,9,0.407494300
setA-19,10,0.405620580
setA-19,11,0.395316140
setA-19,12,0.387821910
setA-19,13,0.357845320
setA-19,14,0.346604100
setA-19,15,0.303512800
setA-19,16,0.300702600
setA-19,17,0.289461360
setA-19,18,0.278688510
setA-19,19,0.277283380
setA-19,20,0.271662800
setA-19,21,0.258547980
setA-19,22,0.254801000
setA-19,23,0.241686180
setA-19,24,0.234660410
setA-19,25,0.229508200
setA-19,26,0.219203720
setA-19,27,0.218735370
setA-19,28,0.211709520
setA-19,29,0.210772800
setA-19,30,0.206088900
setA-19,31,0.204215460
setA-19,32,0.204215420
setA-19,33,0.197658080
setA-19,34,0.186885240
setA-19,35,0.185831347
setA-19,36,0.182669760
setA-19,37,0.180327850
setA-19,38,0.176112360
setA-19,39,0.175175580
setA-19,40,0.173302080
setA-19,41,0.172365305
setA-19,42,0.171428580
setA-19,43,0.170023430
setA-19,44,0.167681440
setA-19,45,0.165807960
setA-19,46,0.161124080
setA-19,47,0.157845390
setA-19,48,0.156440260
setA-19,49,0.154098340
setA-19,50,0.149882950
setA-19,51,0.149414530
setA-19,52,0.149180295
setA-19,53,0.144262280
setA-19,54,0.142388700
setA-19,55,0.140515200
setA-19,56,0.139812640
setA-19,57,0.139110065
setA-19,58,0.138641700
setA-19,59,0.135831400
setA-19,60,0.134894600
setA-19,61,0.134894560
setA-19,62,0.133021020
setA-19,63,0.132552690
setA-19,64,0.132318490
setA-19,65,0.130679120
setA-19,66,0.130210740
setA-19,67,0.129742390
setA-19,68,0.129274020
setA-19,69,0.123184990
setA-19,70,0.122716640
setA-19,71,0.121779800
setA-19,72,0.121779800
setA-19,73,0.120843100
setA-19,74,0.120843080
setA-19,75,0.119906290
setA-19,76,0.116159240
setA-19,77,0.111475400
setA-19,78,0.110538640
setA-19,79,0.109836060
setA-19,80,0.109601840
setA-19,81,0.107400452
setA-19,82,0.107259940
setA-19,83,0.104918035
setA-19,84,0.104918020
setA-19,85,0.103278672
setA-19,86,0.101170900
setA-19,87,0.099882885
setA-19,88,0.098735343
setA-19,89,0.098547996
setA-19,90,0.098360640
setA-19,91,0.097892240
setA-19,92,0.097423890
setA-19,93,0.094613590
setA-19,94,0.093676800
setA-19,95,0.092740040
setA-19,96,0.091803280
setA-19,97,0.091803260
setA-19,98,0.091803240
setA-19,99,0.090866500
setA-19,100,0.089929727
setA-19,101,0.088992980
setA-19,102,0.088056200
setA-19,103,0.088056180
setA-19,104,0.087119440
setA-19,105,0.086885240
setA-19,106,0.086182640
setA-19,107,0.085128780
setA-19,108,0.084074927
setA-19,109,0.083840723
setA-19,110,0.083372360
setA-19,111,0.082903980
setA-19,112,0.081498840
setA-19,113,0.081498840
setA-19,114,0.080562030
setA-19,115,0.078688540
setA-19,116,0.077751780
setA-19,117,0.077751770
setA-19,118,0.077751750
setA-19,119,0.077283370
setA-19,120,0.077283350
setA-19,121,0.076814980
setA-19,122,0.076814960
setA-19,123,0.076346590
setA-19,124,0.076346590
setA-19,125,0.074941420
setA-19,126,0.074238855
setA-19,127,0.074004680
setA-19,128,0.073067900
setA-19,129,0.072599530
setA-19,130,0.072599500
setA-19,131,0.072482430
