instance,rank,load
setA-16,1,0.999999700
setA-16,2,0.868852300
setA-16,3,0.790983500
setA-16,4,0.786885500
setA-16,5,0.758196300
setA-16,6,0.491803200
setA-16,7,0.487704900
setA-16,8,0.463114600
setA-16,9,0.369672060
setA-16,10,0.366803300
setA-16,11,0.361475340
setA-16,12,0.343442580
setA-16,13,0.315573900
setA-16,14,0.314754080
setA-16,15,0.312704820
setA-16,16,0.300409780
setA-16,17,0.280327850
setA-16,18,0.258196650
setA-16,19,0.254918000
setA-16,20,0.248770410
setA-16,21,0.241803300
setA-16,22,0.221311400
setA-16,23,0.213114700
setA-16,24,0.206557350
setA-16,25,0.204918100
setA-16,26,0.204917900
setA-16,27,0.201229490
setA-16,28,0.199590130
setA-16,29,0.194672090
setA-16,30,0.186782760
setA-16,31,0.181147500
setA-16,32,0.181147460
setA-16,33,0.180737660
setA-16,34,0.180635227
setA-16,35,0.179508140
setA-16,36,0.177868800
setA-16,37,0.175204890
setA-16,38,0.172131150
setA-16,39,0.168032700
setA-16,40,0.167622930
setA-16,41,0.166393410
setA-16,42,0.165573780
setA-16,43,0.154918030
setA-16,44,0.154917980
setA-16,45,0.154098320
setA-16,46,0.152663925
setA-16,47,0.144262280
setA-16,48,0.140163900
setA-16,49,0.138524600
setA-16,50,0.137704870
setA-16,51,0.133196690
setA-16,52,0.129508220
setA-16,53,0.127049200
setA-16,54,0.120081960
setA-16,55,0.118852460
setA-16,56,0.118032780
setA-16,57,0.116393400
setA-16,58,0.113524570
setA-16,59,0.112704870
setA-16,60,0.111885230
setA-16,61,0.110245920
setA-16,62,0.110245860
setA-16,63,0.109836060
setA-16,64,0.109836020
setA-16,65,0.108606550
setA-16,66,0.106967200
setA-16,67,0.105737695
setA-16,68,0.103278680
setA-16,69,0.102459000
setA-16,70,0.099999920
setA-16,71,0.099180330
setA-16,72,0.098524578
setA-16,73,0.097950790
setA-16,74,0.095901605
setA-16,75,0.095081953
setA-16,76,0.094262260
setA-16,77,0.093032780
setA-16,78,0.091393435
setA-16,79,0.090163900
setA-16,80,0.089590155
setA-16,81,0.086885200
setA-16,82,0.084426190
setA-16,83,0.083401630
setA-16,84,0.082889327
setA-16,85,0.082786880
setA-16,86,0.078688530
setA-16,87,0.076639350
setA-16,88,0.076393428
setA-16,89,0.076229480
setA-16,90,0.076229480
setA-16,91,0.076024575
setA-16,92,0.075614740
setA-16,93,0.073770510
setA-16,94,0.073770500
setA-16,95,0.073770500
setA-16,96,0.073196712
setA-16,97,0.072950820
setA-16,98,0.072540930
setA-16,99,0.071311470
setA-16,100,0.070901660
setA-16,101,0.070491840
setA-16,102,0.070286865
setA-16,103,0.069467210
setA-16,104,0.068442610
setA-16,105,0.068032800
setA-16,106,0.066803265
setA-16,107,0.066393440
setA-16,108,0.065983588
setA-16,109,0.065655728
setA-16,110,0.065573800
setA-16,111,0.065368846
setA-16,112,0.063934408
setA-16,113,0.063729490
setA-16,114,0.062295070
setA-16,115,0.062295070
setA-16,116,0.061475410
setA-16,117,0.061475380
setA-16,118,0.061372935
setA-16,119,0.060655760
setA-16,120,0.059016380
setA-16,121,0.057786850
setA-16,122,0.057377050
setA-16,123,0.057377035
setA-16,124,0.056147520
setA-16,125,0.055532783
setA-16,126,0.055327840
setA-16,127,0.054303268
setA-16,128,0.054098355
setA-16,129,0.053483590
setA-16,130,0.052049175
setA-16,131,0.051639360
setA-16,132,0.051639340
setA-16,133,0.051536872
setA-16,134,0.051536870
setA-16,135,0.051024580
setA-16,136,0.050512293
setA-16,137,0.050512285
setA-16,138,0.050409830
setA-16,139,0.049999990
setA-16,140,0.049590145
setA-16,141,0.049385235
setA-16,142,0.049180330
setA-16,143,0.049180325
setA-16,144,0.049180300
setA-16,145,0.048872955
setA-16,146,0.048770475
setA-16,147,0.047950795
setA-16,148,0.047336058
setA-16,149,0.046926233
setA-16,150,0.046106550
setA-16,151,0.046106540
setA-16,152,0.045901640
setA-16,153,0.045901620
setA-16,154,0.045778682
setA-16,155,0.045696714
setA-16,156,0.045573763
setA-16,157,0.045368840
setA-16,158,0.045081960
setA-16,159,0.044959014
setA-16,160,0.044877045
setA-16,161,0.044262300
setA-16,162,0.043954915
setA-16,163,0.043647538
setA-16,164,0.043032800
setA-16,165,0.043032780
setA-16,166,0.042622960
setA-16,167,0.042090153
setA-16,168,0.041803280
setA-16,169,0.041803270
setA-16,170,0.041803260
setA-16,171,0.040983600
setA-16,172,0.040778680
setA-16,173,0.040778680
setA-16,174,0.040778680
setA-16,175,0.040778675
setA-16,176,0.040573770
setA-16,177,0.040471295
setA-16,178,0.040163940
setA-16,179,0.040163920
setA-16,180,0.039754100
setA-16,181,0.039754095
setA-16,182,0.039549177
setA-16,183,0.039344280
setA-16,184,0.039344260
setA-16,185,0.039344240
setA-16,186,0.039344220
setA-16,187,0.038934410
setA-16,188,0.038524590
setA-16,189,0.038524590
setA-16,190,0.038319657
setA-16,191,0.038114740
setA-16,192,0.037622944
setA-16,193,0.037500003
setA-16,194,0.037295090
setA-16,195,0.037295060
setA-16,196,0.037295060
setA-16,197,0.037213111
setA-16,198,0.037049177
setA-16,199,0.036680315
setA-16,200,0.036577855
setA-16,201,0.036475410
setA-16,202,0.036168015
setA-16,203,0.035901634
setA-16,204,0.035860650
setA-16,205,0.035450815
setA-16,206,0.035245885
setA-16,207,0.034426225
setA-16,208,0.034426210
setA-16,209,0.034426200
setA-16,210,0.034303273
setA-16,211,0.034016395
setA-16,212,0.034016390
setA-16,213,0.033811463
setA-16,214,0.033606540
setA-16,215,0.033401625
setA-16,216,0.032786890
setA-16,217,0.032581955
setA-16,218,0.031967200
setA-16,219,0.031762280
setA-16,220,0.031762280
setA-16,221,0.031721307
setA-16,222,0.031311473
setA-16,223,0.031147540
setA-16,224,0.030430328
setA-16,225,0.030327860
setA-16,226,0.030327850
setA-16,227,0.030122951
setA-16,228,0.029918025
setA-16,229,0.029918025
setA-16,230,0.029815563
setA-16,231,0.029713125
setA-16,232,0.029713113
setA-16,233,0.029508170
setA-16,234,0.029303275
setA-16,235,0.029262291
setA-16,236,0.028995892
setA-16,237,0.028893435
setA-16,238,0.028688530
setA-16,239,0.028688530
setA-16,240,0.028688520
setA-16,241,0.028688520
setA-16,242,0.028688520
setA-16,243,0.028483604
setA-16,244,0.028073770
setA-16,245,0.027868870
setA-16,246,0.027868870
setA-16,247,0.027868860
setA-16,248,0.027868840
setA-16,249,0.027868840
setA-16,250,0.027868820
setA-16,251,0.027704915
setA-16,252,0.027459010
setA-16,253,0.027459000
setA-16,254,0.027254095
setA-16,255,0.027049190
setA-16,256,0.027049180
setA-16,257,0.027049180
setA-16,258,0.027049180
setA-16,259,0.027049180
setA-16,260,0.027049170
setA-16,261,0.026967210
setA-16,262,0.026946710
setA-16,263,0.026762285
setA-16,264,0.026393432
setA-16,265,0.026229510
setA-16,266,0.026229490
setA-16,267,0.025614752
setA-16,268,0.025614749
setA-16,269,0.025614747
setA-16,270,0.025409840
setA-16,271,0.025409830
setA-16,272,0.025286879
setA-16,273,0.025204915
setA-16,274,0.025204910
setA-16,275,0.024672129
setA-16,276,0.024590180
setA-16,277,0.024590160
setA-16,278,0.024590160
setA-16,279,0.023975405
setA-16,280,0.023934424
setA-16,281,0.023852456
setA-16,282,0.023770490
setA-16,283,0.023770490
setA-16,284,0.023770490
setA-16,285,0.023770480
setA-16,286,0.023647533
setA-16,287,0.023360660
setA-16,288,0.023360653
setA-16,289,0.023360650
setA-16,290,0.022950810
setA-16,291,0.022786880
setA-16,292,0.022745890
setA-16,293,0.022622948
setA-16,294,0.022540983
setA-16,295,0.022131150
setA-16,296,0.022131140
setA-16,297,0.021926226
setA-16,298,0.021721320
setA-16,299,0.021639343
setA-16,300,0.021577869
setA-16,301,0.021516390
setA-16,302,0.021311470
setA-16,303,0.021311460
setA-16,304,0.021106560
setA-16,305,0.021106557
setA-16,306,0.021106555
setA-16,307,0.021106540
setA-16,308,0.021065567
setA-16,309,0.021024587
setA-16,310,0.020901630
setA-16,311,0.020778683
setA-16,312,0.020696730
setA-16,313,0.020696725
setA-16,314,0.020696715
setA-16,315,0.020594255
setA-16,316,0.020491800
setA-16,317,0.020491800
setA-16,318,0.020491800
setA-16,319,0.020491800
setA-16,320,0.020491800
setA-16,321,0.020491790
setA-16,322,0.020286875
setA-16,323,0.020122946
setA-16,324,0.020081962
setA-16,325,0.020081960
setA-16,326,0.020081960
setA-16,327,0.020081950
setA-16,328,0.020040983
setA-16,329,0.019877045
setA-16,330,0.019774590
setA-16,331,0.019774585
setA-16,332,0.019672120
setA-16,333,0.019672120
setA-16,334,0.019467205
setA-16,335,0.019364753
setA-16,336,0.019303271
setA-16,337,0.019262300
setA-16,338,0.019262290
setA-16,339,0.018852465
setA-16,340,0.018852455
setA-16,341,0.018852450
setA-16,342,0.018852450
setA-16,343,0.018770487
setA-16,344,0.018749998
setA-16,345,0.018647540
setA-16,346,0.018647535
setA-16,347,0.018442620
setA-16,348,0.018442600
setA-16,349,0.018340168
setA-16,350,0.018340162
setA-16,351,0.018196718
setA-16,352,0.018032790
setA-16,353,0.018032783
setA-16,354,0.018032780
setA-16,355,0.018032770
setA-16,356,0.017909833
setA-16,357,0.017622955
setA-16,358,0.017622950
setA-16,359,0.017622950
setA-16,360,0.017622950
setA-16,361,0.017418035
setA-16,362,0.017418028
setA-16,363,0.017418020
setA-16,364,0.017008200
setA-16,365,0.017008195
setA-16,366,0.017008190
setA-16,367,0.016926226
setA-16,368,0.016803270
setA-16,369,0.016803270
setA-16,370,0.016700813
setA-16,371,0.016598350
setA-16,372,0.016516385
setA-16,373,0.016495895
setA-16,374,0.016393450
setA-16,375,0.016393450
setA-16,376,0.016393440
setA-16,377,0.016393440
setA-16,378,0.016393400
setA-16,379,0.016352455
setA-16,380,0.016290975
setA-16,381,0.016229506
setA-16,382,0.016188520
setA-16,383,0.016188515
setA-16,384,0.015983600
setA-16,385,0.015983600
setA-16,386,0.015860651
setA-16,387,0.015819671
setA-16,388,0.015778680
setA-16,389,0.015696721
setA-16,390,0.015655734
setA-16,391,0.015573780
setA-16,392,0.015573770
setA-16,393,0.015532783
setA-16,394,0.015471308
setA-16,395,0.015368850
setA-16,396,0.015368845
setA-16,397,0.015163935
setA-16,398,0.014959015
setA-16,399,0.014959015
setA-16,400,0.014959010
setA-16,401,0.014918029
setA-16,402,0.014877045
setA-16,403,0.014877045
setA-16,404,0.014856555
setA-16,405,0.014754100
setA-16,406,0.014754100
setA-16,407,0.014754090
setA-16,408,0.014754080
setA-16,409,0.014590160
setA-16,410,0.014549177
setA-16,411,0.014549175
setA-16,412,0.014508198
setA-16,413,0.014426226
setA-16,414,0.014344260
setA-16,415,0.014241795
setA-16,416,0.014139345
setA-16,417,0.014139340
setA-16,418,0.014139340
setA-16,419,0.014139340
setA-16,420,0.014139335
setA-16,421,0.014139335
setA-16,422,0.014057373
setA-16,423,0.014036885
