instance,rank,load
setA-06,1,0.633802900
setA-06,2,0.619718300
setA-06,3,0.577464700
setA-06,4,0.563380100
setA-06,5,0.521126900
setA-06,6,0.507042200
setA-06,7,0.471830950
setA-06,8,0.450704200
setA-06,9,0.394366100
setA-06,10,0.380281700
setA-06,11,0.309859150
setA-06,12,0.281690200
setA-06,13,0.267605600
setA-06,14,0.267605600
setA-06,15,0.256338020
setA-06,16,0.225352100
setA-06,17,0.225352050
setA-06,18,0.216901400
setA-06,19,0.216901390
setA-06,20,0.214084520
setA-06,21,0.205633760
setA-06,22,0.188732400
setA-06,23,0.183098600
setA-06,24,0.180281660
setA-06,25,0.174647900
setA-06,26,0.169014100
setA-06,27,0.154929600
setA-06,28,0.154929560
setA-06,29,0.145070400
setA-06,30,0.140845050
setA-06,31,0.135211240
setA-06,32,0.133802850
setA-06,33,0.130985915
setA-06,34,0.130985910
setA-06,35,0.129577460
setA-06,36,0.128169010
setA-06,37,0.128169000
setA-06,38,0.126760560
setA-06,39,0.126760560
setA-06,40,0.126760540
setA-06,41,0.126760540
setA-06,42,0.126760540
setA-06,43,0.119718290
setA-06,44,0.112676050
setA-06,45,0.109859180
setA-06,46,0.109859170
setA-06,47,0.109859120
setA-06,48,0.107042240
setA-06,49,0.104225345
setA-06,50,0.098591560
setA-06,51,0.098591560
setA-06,52,0.098591540
setA-06,53,0.091549300
setA-06,54,0.091549250
setA-06,55,0.090140840
setA-06,56,0.090140835
setA-06,57,0.085915490
setA-06,58,0.084507040
setA-06,59,0.084507000
setA-06,60,0.081690135
setA-06,61,0.081690130
setA-06,62,0.081690130
setA-06,63,0.081690120
setA-06,64,0.078873240
setA-06,65,0.077464785
setA-06,66,0.075352110
setA-06,67,0.073239440
setA-06,68,0.073239420
setA-06,69,0.072887315
setA-06,70,0.069014095
setA-06,71,0.067605640
setA-06,72,0.067605640
setA-06,73,0.067605625
setA-06,74,0.064788720
setA-06,75,0.063380300
setA-06,76,0.062323932
setA-06,77,0.061971840
setA-06,78,0.061971820
setA-06,79,0.061971820
setA-06,80,0.060563390
setA-06,81,0.059154930
setA-06,82,0.058450707
setA-06,83,0.056338040
setA-06,84,0.056338040
setA-06,85,0.056338020
setA-06,86,0.056338020
setA-06,87,0.055985910
setA-06,88,0.055633792
setA-06,89,0.054929575
setA-06,90,0.054929570
setA-06,91,0.053521120
setA-06,92,0.053521120
setA-06,93,0.051760568
setA-06,94,0.050704220
setA-06,95,0.050704220
setA-06,96,0.050704200
setA-06,97,0.049295780
setA-06,98,0.049295770
setA-06,99,0.047887340
setA-06,100,0.047887330
setA-06,101,0.047887320
setA-06,102,0.047887310
setA-06,103,0.046830978
setA-06,104,0.046478880
setA-06,105,0.046478880
setA-06,106,0.046478875
setA-06,107,0.046478870
setA-06,108,0.046478867
setA-06,109,0.045070420
setA-06,110,0.045070410
setA-06,111,0.044366190
setA-06,112,0.043661980
setA-06,113,0.043661970
setA-06,114,0.042605633
setA-06,115,0.042253520
setA-06,116,0.042253520
setA-06,117,0.042253520
setA-06,118,0.042253515
setA-06,119,0.041549295
setA-06,120,0.041549290
setA-06,121,0.040845070
setA-06,122,0.039436620
setA-06,123,0.039436620
setA-06,124,0.039436620
setA-06,125,0.039436615
setA-06,126,0.039436615
setA-06,127,0.038028180
setA-06,128,0.038028170
setA-06,129,0.038028170
setA-06,130,0.038028160
setA-06,131,0.038028150
setA-06,132,0.037323943
setA-06,133,0.036619730
setA-06,134,0.036619720
setA-06,135,0.036619720
setA-06,136,0.036619720
setA-06,137,0.036619715
setA-06,138,0.035211270
setA-06,139,0.035211250
setA-06,140,0.034507038
setA-06,141,0.034507038
setA-06,142,0.033802820
setA-06,143,0.033802820
setA-06,144,0.033802820
setA-06,145,0.033802810
setA-06,146,0.033802800
setA-06,147,0.033802800
setA-06,148,0.033450700
setA-06,149,0.032746475
setA-06,150,0.032394375
setA-06,151,0.032394370
setA-06,152,0.032394360
setA-06,153,0.030985910
setA-06,154,0.030281690
setA-06,155,0.029577460
setA-06,156,0.029225355
setA-06,157,0.028873235
setA-06,158,0.028169020
setA-06,159,0.028169020
setA-06,160,0.028169020
setA-06,161,0.028169020
setA-06,162,0.028169020
setA-06,163,0.028169020
setA-06,164,0.028169020
setA-06,165,0.028169020
setA-06,166,0.028169015
setA-06,167,0.028169010
setA-06,168,0.028169000
setA-06,169,0.027816897
setA-06,170,0.027464790
setA-06,171,0.027464790
setA-06,172,0.027464785
setA-06,173,0.027464780
setA-06,174,0.027112672
setA-06,175,0.026760570
setA-06,176,0.026760570
setA-06,177,0.026760565
setA-06,178,0.026056335
setA-06,179,0.026056335
setA-06,180,0.025704225
setA-06,181,0.025352120
setA-06,182,0.025352120
setA-06,183,0.025352120
setA-06,184,0.025352110
setA-06,185,0.025352110
setA-06,186,0.025352110
setA-06,187,0.025352105
setA-06,188,0.025352100
setA-06,189,0.024647895
setA-06,190,0.024507040
setA-06,191,0.023943670
setA-06,192,0.023943660
setA-06,193,0.023943660
setA-06,194,0.023943660
setA-06,195,0.023239435
setA-06,196,0.023239430
setA-06,197,0.023098589
setA-06,198,0.022887328
setA-06,199,0.022535220
setA-06,200,0.022535220
setA-06,201,0.022535210
setA-06,202,0.022535210
setA-06,203,0.022535210
setA-06,204,0.022183095
setA-06,205,0.021830985
setA-06,206,0.021478875
setA-06,207,0.021126760
setA-06,208,0.021126760
setA-06,209,0.021126760
setA-06,210,0.020070425
setA-06,211,0.020070422
setA-06,212,0.020070420
setA-06,213,0.019718310
setA-06,214,0.019718310
setA-06,215,0.019718310
setA-06,216,0.019718300
setA-06,217,0.019366198
setA-06,218,0.019014080
setA-06,219,0.018661972
setA-06,220,0.018309860
setA-06,221,0.018309855
setA-06,222,0.018309850
setA-06,223,0.017605638
setA-06,224,0.017605635
setA-06,225,0.017605630
setA-06,226,0.017605625
setA-06,227,0.016901410
setA-06,228,0.016901400
setA-06,229,0.016901400
setA-06,230,0.016549295
setA-06,231,0.016197185
setA-06,232,0.016197185
setA-06,233,0.016197180
setA-06,234,0.015845073
setA-06,235,0.015140843
setA-06,236,0.014788735
setA-06,237,0.014788735
setA-06,238,0.014788730
setA-06,239,0.014084510
setA-06,240,0.014084510
setA-06,241,0.014084510
setA-06,242,0.014084510
setA-06,243,0.014084510
setA-06,244,0.014084510
setA-06,245,0.014084510
setA-06,246,0.014084510
setA-06,247,0.014084505
setA-06,248,0.014084505
setA-06,249,0.014084500
setA-06,250,0.014084500
setA-06,251,0.014084500
setA-06,252,0.013732393
setA-06,253,0.013380285
setA-06,254,0.013028167
setA-06,255,0.013028167
setA-06,256,0.012676060
setA-06,257,0.012676060
setA-06,258,0.012676060
setA-06,259,0.012676060
setA-06,260,0.012676060
setA-06,261,0.011971835
setA-06,262,0.011971835
setA-06,263,0.011971830
setA-06,264,0.011971830
setA-06,265,0.011690140
setA-06,266,0.011619717
setA-06,267,0.011267610
setA-06,268,0.011267610
setA-06,269,0.011267605
setA-06,270,0.011267605
setA-06,271,0.011267605
setA-06,272,0.011267605
setA-06,273,0.011267605
setA-06,274,0.011267600
setA-06,275,0.010915490
setA-06,276,0.010563380
setA-06,277,0.010563380
setA-06,278,0.010563380
setA-06,279,0.010563380
setA-06,280,0.010211270
setA-06,281,0.010000002
setA-06,282,0.009859155
setA-06,283,0.009859150
setA-06,284,0.009859150
setA-06,285,0.009859150
setA-06,286,0.009507045
setA-06,287,0.009507043
setA-06,288,0.009507040
setA-06,289,0.009436620
setA-06,290,0.009154930
setA-06,291,0.009154930
setA-06,292,0.009154930
setA-06,293,0.009154928
setA-06,294,0.009014083
setA-06,295,0.008450705
setA-06,296,0.008450705
setA-06,297,0.008450705
setA-06,298,0.008450700
setA-06,299,0.008169014
setA-06,300,0.008098593
setA-06,301,0.008098593
setA-06,302,0.008098590
setA-06,303,0.007746478
setA-06,304,0.007605632
setA-06,305,0.007323946
setA-06,306,0.007323942
setA-06,307,0.007042255
setA-06,308,0.007042255
setA-06,309,0.007042255
setA-06,310,0.007042255
setA-06,311,0.007042255
setA-06,312,0.007042250
setA-06,313,0.007042250
setA-06,314,0.007042250
setA-06,315,0.006690143
setA-06,316,0.006619719
setA-06,317,0.006338030
setA-06,318,0.006338030
setA-06,319,0.006338030
setA-06,320,0.006338028
setA-06,321,0.005985918
setA-06,322,0.005985918
setA-06,323,0.005985915
setA-06,324,0.005915491
setA-06,325,0.005633805
setA-06,326,0.005633805
setA-06,327,0.005633805
