instance,rank,load
setA-14,1,0.572103669
setA-14,2,0.493684744
setA-14,3,0.454887615
setA-14,4,0.439679657
setA-14,5,0.410116269
setA-14,6,0.400002196
setA-14,7,0.387999028
setA-14,8,0.372180157
setA-14,9,0.371369337
setA-14,10,0.349406241
setA-14,11,0.348408987
setA-14,12,0.347273074
setA-14,13,0.339916807
setA-14,14,0.329114153
setA-14,15,0.305707235
setA-14,16,0.285475118
setA-14,17,0.284835435
setA-14,18,0.277368170
setA-14,19,0.253888037
setA-14,20,0.246147885
setA-14,21,0.245187928
setA-14,22,0.226937216
setA-14,23,0.219410640
setA-14,24,0.218800123
setA-14,25,0.218186158
setA-14,26,0.217630680
setA-14,27,0.216624341
setA-14,28,0.210114233
setA-14,29,0.205280481
setA-14,30,0.202868297
setA-14,31,0.197960082
setA-14,32,0.196425991
setA-14,33,0.195759248
setA-14,34,0.190322841
setA-14,35,0.177060406
setA-14,36,0.175907319
setA-14,37,0.172374627
setA-14,38,0.171890436
setA-14,39,0.171110366
setA-14,40,0.169677946
setA-14,41,0.169107292
setA-14,42,0.167392803
setA-14,43,0.162254950
setA-14,44,0.160919030
setA-14,45,0.156456546
setA-14,46,0.152426508
setA-14,47,0.152022243
setA-14,48,0.150443709
setA-14,49,0.149575622
setA-14,50,0.149224941
setA-14,51,0.149223495
setA-14,52,0.149053040
setA-14,53,0.146249797
setA-14,54,0.145085982
setA-14,55,0.140089943
setA-14,56,0.136404032
setA-14,57,0.129818012
setA-14,58,0.129618412
setA-14,59,0.127574054
setA-14,60,0.126943147
setA-14,61,0.124323140
setA-14,62,0.123133674
setA-14,63,0.121704612
setA-14,64,0.119791667
setA-14,65,0.118773165
setA-14,66,0.113636181
setA-14,67,0.113075031
setA-14,68,0.111441070
setA-14,69,0.105821443
setA-14,70,0.104111563
setA-14,71,0.103555228
setA-14,72,0.103239149
setA-14,73,0.103031630
setA-14,74,0.102899123
setA-14,75,0.102784900
setA-14,76,0.102473033
setA-14,77,0.102303305
setA-14,78,0.101128011
setA-14,79,0.101121843
setA-14,80,0.100065403
setA-14,81,0.099945874
setA-14,82,0.099930486
setA-14,83,0.099640570
setA-14,84,0.099154156
setA-14,85,0.098994159
setA-14,86,0.098521480
setA-14,87,0.098262146
setA-14,88,0.097474359
setA-14,89,0.097363342
setA-14,90,0.096766709
setA-14,91,0.095209234
setA-14,92,0.094293747
setA-14,93,0.094148128
setA-14,94,0.094140271
setA-14,95,0.094074446
setA-14,96,0.093230708
setA-14,97,0.092719261
setA-14,98,0.091066507
setA-14,99,0.090459839
setA-14,100,0.090260534
setA-14,101,0.089093927
setA-14,102,0.088611449
setA-14,103,0.088157373
setA-14,104,0.088156446
setA-14,105,0.086180462
setA-14,106,0.085479640
setA-14,107,0.082793244
setA-14,108,0.082754571
setA-14,109,0.081753722
setA-14,110,0.081733100
setA-14,111,0.080997390
setA-14,112,0.079750757
setA-14,113,0.078566673
setA-14,114,0.077614406
setA-14,115,0.076150965
setA-14,116,0.075564352
setA-14,117,0.075518560
setA-14,118,0.074513238
setA-14,119,0.073900711
setA-14,120,0.073752276
setA-14,121,0.073456215
setA-14,122,0.073448136
