timestamp,open,high,low,close,volume
2025-06-02T03:45:00Z,55598.25,55787.1,55531.1,55587.05,0
2025-06-02T03:46:00Z,55572.9,55577.2,55479.7,55535.0,0
2025-06-02T03:47:00Z,55539.15,55549.8,55506.85,55527.4,0
2025-06-02T03:48:00Z,55529.35,55529.35,55495.9,55522.75,0
2025-06-02T03:49:00Z,55521.9,55521.9,55452.1,55468.65,0
2025-06-02T03:50:00Z,55469.1,55469.1,55400.55,55462.25,0
2025-06-02T03:51:00Z,55463.5,55463.5,55411.55,55444.15,0
2025-06-02T03:52:00Z,55445.35,55485.85,55442.25,55472.7,0
2025-06-02T03:53:00Z,55479.05,55484.15,55439.1,55441.6,0
2025-06-02T03:54:00Z,55451.5,55488.1,55433.85,55475.0,0
2025-06-02T03:55:00Z,55472.15,55483.8,55449.05,55476.5,0
2025-06-02T03:56:00Z,55476.0,55565.25,55473.0,55564.55,0
2025-06-02T03:57:00Z,55568.95,55573.85,55511.15,55511.15,0
2025-06-02T03:58:00Z,55512.95,55536.05,55491.45,55501.25,0
2025-06-02T03:59:00Z,55493.35,55514.3,55487.45,55502.35,0
2025-06-02T04:00:00Z,55501.45,55567.0,55500.2,55561.85,0
2025-06-02T04:01:00Z,55563.65,55570.05,55450.95,55473.35,0
2025-06-02T04:02:00Z,55475.0,55496.95,55453.9,55459.9,0
2025-06-02T04:03:00Z,55458.75,55493.7,55458.0,55493.7,0
2025-06-02T04:04:00Z,55494.8,55526.6,55484.4,55526.6,0
2025-06-02T04:05:00Z,55528.9,55541.05,55509.0,55519.0,0
2025-06-02T04:06:00Z,55516.05,55519.65,55482.55,55486.75,0
2025-06-02T04:07:00Z,55487.05,55536.1,55482.8,55531.85,0
2025-06-02T04:08:00Z,55531.3,55573.1,55529.6,55570.35,0
2025-06-02T04:09:00Z,55571.0,55604.3,55570.75,55603.2,0
2025-06-02T04:10:00Z,55603.25,55664.0,55603.25,55659.8,0
2025-06-02T04:11:00Z,55665.4,55677.1,55607.3,55629.95,0
2025-06-02T04:12:00Z,55633.85,55683.35,55632.0,55672.95,0
2025-06-02T04:13:00Z,55675.3,55675.3,55612.3,55629.3,0
