timestamp,open,high,low,close,volume
2025-06-12 03:45:00,25164.45,25170.75,25117.6,25164.05,0
2025-06-12 03:50:00,25164.9,25175.7,25149.25,25173.9,0
2025-06-12 03:55:00,25173.5,25180.1,25164.05,25173.7,0
2025-06-12 04:00:00,25173.65,25191.9,25168.75,25189.05,0
2025-06-12 04:05:00,25188.3,25196.2,25146.3,25149.9,0
2025-06-12 04:10:00,25149.7,25149.7,25099.95,25103.5,0
2025-06-12 04:15:00,25103.45,25114.45,25083.45,25108.95,0
2025-06-12 04:20:00,25107.85,25126.55,25105.25,25118.45,0
2025-06-12 04:25:00,25118.35,25119.0,25091.55,25093.25,0
2025-06-12 04:30:00,25093.2,25096.55,25064.8,25077.05,0
2025-06-12 04:35:00,25077.8,25107.4,25073.25,25103.55,0
2025-06-12 04:40:00,25102.95,25108.3,25095.5,25096.8,0
2025-06-12 04:45:00,25096.6,25101.05,25084.95,25090.7,0
2025-06-12 04:50:00,25091.2,25098.75,25073.05,25098.05,0
2025-06-12 04:55:00,25097.65,25111.7,25097.05,25103.8,0
2025-06-12 05:00:00,25104.0,25115.75,25093.3,25096.05,0
2025-06-12 05:05:00,25095.75,25101.3,25089.85,25095.85,0
2025-06-12 05:10:00,25096.4,25099.2,25041.55,25044.65,0
2025-06-12 05:15:00,25043.7,25063.85,25042.85,25058.3,0
2025-06-12 05:20:00,25058.75,25065.15,25051.75,25055.65,0
2025-06-12 05:25:00,25055.75,25059.15,25046.0,25054.5,0
2025-06-12 05:30:00,25054.75,25062.9,25051.0,25057.05,0
2025-06-12 05:35:00,25058.9,25060.55,25048.55,25055.25,0
2025-06-12 05:40:00,25055.6,25058.85,25037.55,25046.15,0
2025-06-12 05:45:00,25045.85,25069.75,25039.7,25069.75,0
2025-06-12 05:50:00,25067.45,25083.7,25064.35,25076.55,0
2025-06-12 05:55:00,25076.95,25092.75,25074.65,25077.65,0
2025-06-12 06:00:00,25078.25,25078.95,25054.5,25055.75,0
2025-06-12 06:05:00,25054.8,25058.05,25025.1,25032.15,0
2025-06-12 06:10:00,25031.75,25040.3,25020.4,25035.6,0
2025-06-12 06:15:00,25035.65,25043.2,25031.0,25042.6,0
2025-06-12 06:20:00,25043.2,25044.1,25035.25,25037.35,0
2025-06-12 06:25:00,25037.85,25038.95,25029.05,25029.95,0
2025-06-12 06:30:00,25029.15,25042.35,25009.35,25022.9,0
2025-06-12 06:35:00,25022.05,25036.15,25020.95,25034.25,0
2025-06-12 06:40:00,25034.1,25040.15,25032.8,25039.15,0
2025-06-12 06:45:00,25039.35,25043.7,25033.15,25039.4,0
2025-06-12 06:50:00,25039.5,25049.15,25035.25,25044.8,0
2025-06-12 06:55:00,25044.5,25045.3,25033.3,25035.25,0
2025-06-12 07:00:00,25035.35,25062.8,25035.05,25059.15,0
2025-06-12 07:05:00,25059.3,25062.2,25036.75,25043.65,0
2025-06-12 07:10:00,25043.9,25059.95,25043.05,25057.2,0
2025-06-12 07:15:00,25057.45,25070.1,25048.0,25069.95,0
2025-06-12 07:20:00,25069.85,25074.5,25061.5,25063.0,0
2025-06-12 07:25:00,25063.25,25063.3,25034.5,25040.6,0
2025-06-12 07:30:00,25040.95,25043.2,25021.65,25030.15,0
2025-06-12 07:35:00,25029.6,25040.0,25027.65,25035.25,0
2025-06-12 07:40:00,25035.25,25043.15,25028.15,25041.1,0
2025-06-12 07:45:00,25041.2,25045.25,25037.6,25042.7,0
2025-06-12 07:50:00,25042.65,25045.45,25025.95,25029.7,0
2025-06-12 07:55:00,25029.3,25038.35,24977.4,24980.85,0
2025-06-12 08:00:00,24978.85,24984.8,24934.35,24945.1,0
2025-06-12 08:05:00,24945.35,24953.0,24920.45,24925.15,0
2025-06-12 08:10:00,24925.4,24931.2,24906.8,24911.9,0
2025-06-12 08:15:00,24912.75,24926.6,24876.45,24876.45,0
2025-06-12 08:20:00,24879.65,24904.05,24871.0,24898.55,0
2025-06-12 08:25:00,24899.25,24910.5,24884.75,24889.3,0
2025-06-12 08:30:00,24890.6,24892.9,24852.1,24855.2,0
2025-06-12 08:35:00,24855.0,24857.15,24825.9,24831.2,0
2025-06-12 08:40:00,24831.9,24858.6,24831.5,24847.4,0
2025-06-12 08:45:00,24847.55,24877.2,24844.5,24873.0,0
2025-06-12 08:50:00,24873.4,24894.75,24860.55,24860.55,0
2025-06-12 08:55:00,24861.45,24865.5,24844.85,24862.9,0
2025-06-12 09:00:00,24863.75,24912.5,24863.75,24909.7,0
2025-06-12 09:05:00,24908.0,24912.3,24868.1,24868.45,0
2025-06-12 09:10:00,24868.2,24903.6,24868.2,24891.7,0
2025-06-12 09:15:00,24891.65,24913.15,24884.95,24906.8,0
2025-06-12 09:20:00,24905.45,24910.2,24893.9,24896.8,0
2025-06-12 09:25:00,24896.85,24912.45,24887.05,24907.0,0
2025-06-12 09:30:00,24906.9,24920.95,24897.3,24905.5,0
2025-06-12 09:35:00,24905.45,24910.95,24888.55,24902.95,0
2025-06-12 09:40:00,24901.95,24901.95,24884.6,24887.55,0
2025-06-12 09:45:00,24887.35,24887.35,24866.5,24876.25,0
2025-06-12 09:50:00,24876.25,24878.15,24867.35,24870.9,0
2025-06-12 09:55:00,24869.8,24871.55,24850.8,24856.0,0
