evidence_row_id,as_of,ticker,direction,action,evidence_class,target_rate,sample_size,degradation_level,adaptive_rr,adaptive_horizon_sessions,reference_price,adaptive_target,adaptive_risk,exit_reason,sessions_to_outcome,target_reached,risk_reached,horizon_reached,actual_mfe,actual_mae,realized_return,eligible_for_primary_comparison
TIME006-20260911T100000Z-gen20260917T040836163706Z-ADANIENT_NS,2026-09-11T10:00:00Z,ADANIENT.NS,LONG,NoTrade,Unfavourable,0.271186,118,Exact,1.170659,3.0,3060.0000,3219.5740,2923.6888,NO_TRADE,3,false,false,false,0.000000,-0.005850,-0.004412,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-ADANIGREEN_NS,2026-09-11T10:00:00Z,ADANIGREEN.NS,LONG,NoTrade,Unfavourable,0.280488,82,Exact,1.042298,4.0,1281.3000,1364.9752,1201.0206,NO_TRADE,4,false,false,false,0.008351,0.000000,0.002810,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-ADANIPORTS_NS,2026-09-11T10:00:00Z,ADANIPORTS.NS,SHORT,Watch,Mixed,0.324503,151,StateOnly,0.885891,3.0,1764.6000,1699.7883,1837.7599,HORIZON,3,false,false,true,0.003174,-0.003230,0.000907,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-AMBUJACEM_NS,2026-09-11T10:00:00Z,AMBUJACEM.NS,LONG,Watch,Mixed,0.305556,108,Exact,1.002588,3.0,391.8500,408.0327,375.7091,HORIZON,3,false,false,true,0.003828,-0.000383,0.001148,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-APOLLOHOSP_NS,2026-09-11T10:00:00Z,APOLLOHOSP.NS,LONG,NoTrade,Unfavourable,0.285714,77,Exact,0.963960,3.0,8836.0000,9088.8208,8573.7268,NO_TRADE,3,false,false,false,0.010299,0.000000,0.006111,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-ASIANPAINT_NS,2026-09-11T10:00:00Z,ASIANPAINT.NS,LONG,NoTrade,Unfavourable,0.283871,155,Exact,1.029506,3.0,2472.5000,2551.7891,2395.4833,NO_TRADE,3,false,false,false,0.000000,-0.009828,-0.006997,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-AUROPHARMA_NS,2026-09-11T10:00:00Z,AUROPHARMA.NS,SHORT,NoTrade,Unfavourable,0.241135,141,StateOnly,1.045070,3.0,1679.8000,1599.2981,1756.8303,NO_TRADE,3,false,false,false,0.006132,-0.002024,0.005536,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-AXISBANK_NS,2026-09-11T10:00:00Z,AXISBANK.NS,SHORT,NoTrade,Unfavourable,0.298507,67,Exact,1.465363,4.0,1246.0000,1191.1557,1283.4271,NO_TRADE,4,false,false,false,0.006421,0.000000,0.005136,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-BAJAJ-AUTO_NS,2026-09-11T10:00:00Z,BAJAJ-AUTO.NS,SHORT,NoTrade,Unfavourable,0.242857,70,Exact,1.330648,3.0,11678.0000,11104.2989,12109.1442,NO_TRADE,3,false,false,false,0.004025,-0.000599,0.003511,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-BAJAJFINSV_NS,2026-09-11T10:00:00Z,BAJAJFINSV.NS,LONG,NoTrade,Unfavourable,0.284722,144,Exact,0.979785,3.0,1913.5000,1983.1444,1842.4187,NO_TRADE,3,false,false,false,0.000000,-0.008623,-0.008623,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-BAJFINANCE_NS,2026-09-11T10:00:00Z,BAJFINANCE.NS,LONG,Watch,Mixed,0.319444,144,Exact,1.121641,3.5,1034.5000,1073.7536,999.5034,HORIZON,4,false,false,true,0.000000,-0.007637,-0.007153,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-BANDHANBNK_NS,2026-09-11T10:00:00Z,BANDHANBNK.NS,LONG,Buy,Favourable,0.433333,60,Exact,1.009984,4.0,176.5200,184.6055,168.5144,HORIZON,4,false,false,true,0.014049,0.000000,0.002153,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-BANKBARODA_NS,2026-09-11T10:00:00Z,BANKBARODA.NS,LONG,Buy,Favourable,0.400000,100,Exact,0.911856,3.5,238.1300,248.7688,226.4628,HORIZON,4,false,false,true,0.000000,-0.008189,-0.003989,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-BERGEPAINT_NS,2026-09-11T10:00:00Z,BERGEPAINT.NS,LONG,NoTrade,Unfavourable,0.221311,122,Exact,0.886819,4.0,458.0500,474.6847,439.2922,NO_TRADE,4,false,false,false,0.000000,-0.009497,-0.009278,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-BHARTIARTL_NS,2026-09-11T10:00:00Z,BHARTIARTL.NS,LONG,Watch,Mixed,0.333333,72,Exact,1.470050,4.0,1831.1000,1904.4465,1781.2061,HORIZON,4,false,false,true,0.001584,-0.001147,0.000328,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-BOSCHLTD_NS,2026-09-11T10:00:00Z,BOSCHLTD.NS,SHORT,Watch,Mixed,0.370370,54,Exact,1.046203,3.0,48385.0000,46198.3090,50475.1220,HORIZON,3,false,false,true,0.000000,-0.002893,-0.001653,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-BPCL_NS,2026-09-11T10:00:00Z,BPCL.NS,LONG,NoTrade,Unfavourable,0.280576,139,Exact,0.894696,3.0,304.5000,316.6508,290.9191,NO_TRADE,3,false,false,false,0.001314,-0.004762,-0.000164,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-BRITANNIA_NS,2026-09-11T10:00:00Z,BRITANNIA.NS,LONG,Watch,Mixed,0.362832,113,Exact,1.467338,4.0,4962.0000,5134.5495,4844.4064,HORIZON,4,false,false,true,0.008263,0.000000,0.008263,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-CANBK_NS,2026-09-11T10:00:00Z,CANBK.NS,LONG,Buy,Favourable,0.404959,121,Exact,1.030656,3.0,124.0000,130.8466,117.3570,HORIZON,3,false,false,true,0.000000,-0.008468,-0.000323,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-CHOLAFIN_NS,2026-09-11T10:00:00Z,CHOLAFIN.NS,LONG,Watch,Mixed,0.392405,79,Exact,0.978748,4.0,1845.9000,1928.4293,1761.5788,HORIZON,4,false,false,true,0.000000,-0.016631,-0.016144,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-CIPLA_NS,2026-09-11T10:00:00Z,CIPLA.NS,LONG,NoTrade,Unfavourable,0.285714,126,Exact,1.355532,4.0,1366.0000,1414.7831,1330.0118,NO_TRADE,4,false,false,false,0.000000,-0.009663,-0.009444,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-COALINDIA_NS,2026-09-11T10:00:00Z,COALINDIA.NS,SHORT,NoTrade,Unfavourable,0.142857,175,StateOnly,1.075330,4.0,426.4000,409.3270,442.2770,NO_TRADE,4,false,false,false,0.003752,-0.000704,0.003283,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-COLPAL_NS,2026-09-11T10:00:00Z,COLPAL.NS,LONG,NoTrade,Unfavourable,0.252033,123,Exact,1.426020,4.0,1797.4000,1874.6568,1743.2235,NO_TRADE,4,false,false,false,0.006788,-0.003950,0.006176,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-DABUR_NS,2026-09-11T10:00:00Z,DABUR.NS,LONG,Watch,Mixed,0.304054,148,Exact,1.036541,4.0,376.0000,386.9360,365.4495,HORIZON,4,false,false,true,0.013032,0.000000,0.013032,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-DIVISLAB_NS,2026-09-11T10:00:00Z,DIVISLAB.NS,SHORT,NoTrade,Unfavourable,0.229730,148,StateOnly,1.135967,3.0,9322.0000,8988.2030,9615.8439,NO_TRADE,3,false,false,false,0.005632,-0.001824,0.005256,false
TIME006-20260911T100000Z-gen20260917T040836163706Z-DLF_NS,2026-09-11T10:00:00Z,DLF.NS,SHORT,Sell,Favourable,0.446154,65,Exact,1.525809,4.0,644.5000,608.2831,668.2362,HORIZON,4,false,false,true,0.004189,0.000000,0.004189,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-DRREDDY_NS,2026-09-11T10:00:00Z,DRREDDY.NS,LONG,Watch,Mixed,0.349593,123,Exact,0.989327,3.0,1165.5000,1204.0145,1126.5700,HORIZON,3,false,false,true,0.000000,-0.005663,-0.005234,true
TIME006-20260911T100000Z-gen20260917T040836163706Z-EICHERMOT_NS,2026-09-11T10:00:00Z,EICHERMOT.NS,LONG,Buy,Favourable,0.480769,52,Exact,1.245364,3.0,7530.0000,7845.6966,7276.5025,HORIZON,3,false,false,true,0.002656,0.000000,0.002457,true
